CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
432fe0e596ed;airflow-airflow-triggerer-1;0.82%;234MiB / 7.463GiB;3.06%;3.22MB / 4.11MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.77%;178.1MiB / 7.463GiB;2.33%;573kB / 942MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.62%;294.3MiB / 7.463GiB;3.85%;1.06GB / 7.56MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.82%;82.58MiB / 7.463GiB;1.08%;28.9MB / 31.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.05MiB / 7.463GiB;0.18%;555kB / 469kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;67.33%;1.413GiB / 7.463GiB;18.94%;951MB / 1.07GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.46%;260.6MiB / 7.463GiB;3.41%;20.6MB / 20.9MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.00%;1.125GiB / 7.463GiB;15.07%;7.25MB / 4.28MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.82%;234MiB / 7.463GiB;3.06%;3.22MB / 4.11MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.77%;178.1MiB / 7.463GiB;2.33%;573kB / 942MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.62%;294.3MiB / 7.463GiB;3.85%;1.06GB / 7.56MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.82%;82.58MiB / 7.463GiB;1.08%;28.9MB / 31.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.05MiB / 7.463GiB;0.18%;555kB / 469kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;71.24%;1.413GiB / 7.463GiB;18.94%;951MB / 1.07GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.81%;260.6MiB / 7.463GiB;3.41%;20.6MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.62%;1.125GiB / 7.463GiB;15.07%;7.27MB / 4.29MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.81%;234MiB / 7.463GiB;3.06%;3.23MB / 4.11MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.13%;178.1MiB / 7.463GiB;2.33%;573kB / 942MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.80%;294.4MiB / 7.463GiB;3.85%;1.07GB / 7.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.69%;82.58MiB / 7.463GiB;1.08%;28.9MB / 31.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.17MiB / 7.463GiB;0.19%;555kB / 469kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;71.24%;1.413GiB / 7.463GiB;18.94%;951MB / 1.07GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.81%;260.6MiB / 7.463GiB;3.41%;20.6MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.62%;1.125GiB / 7.463GiB;15.07%;7.27MB / 4.29MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.81%;234MiB / 7.463GiB;3.06%;3.23MB / 4.11MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.13%;178.1MiB / 7.463GiB;2.33%;573kB / 942MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.80%;294.4MiB / 7.463GiB;3.85%;1.07GB / 7.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.69%;82.58MiB / 7.463GiB;1.08%;28.9MB / 31.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.17MiB / 7.463GiB;0.19%;555kB / 469kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;71.24%;1.413GiB / 7.463GiB;18.94%;951MB / 1.07GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.81%;260.6MiB / 7.463GiB;3.41%;20.6MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.12%;1.125GiB / 7.463GiB;15.07%;7.27MB / 4.29MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;234MiB / 7.463GiB;3.06%;3.23MB / 4.12MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.13%;178.1MiB / 7.463GiB;2.33%;573kB / 942MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.80%;294.4MiB / 7.463GiB;3.85%;1.07GB / 7.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.36%;82.58MiB / 7.463GiB;1.08%;28.9MB / 31.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.67%;14.23MiB / 7.463GiB;0.19%;556kB / 470kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.57%;1.42GiB / 7.463GiB;19.03%;956MB / 1.08GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.81%;260.6MiB / 7.463GiB;3.41%;20.6MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.12%;1.125GiB / 7.463GiB;15.07%;7.27MB / 4.29MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;234MiB / 7.463GiB;3.06%;3.23MB / 4.12MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.84%;178.1MiB / 7.463GiB;2.33%;577kB / 948MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.73%;295.1MiB / 7.463GiB;3.86%;1.07GB / 7.64MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.36%;82.58MiB / 7.463GiB;1.08%;28.9MB / 31.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.67%;14.23MiB / 7.463GiB;0.19%;556kB / 470kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.57%;1.42GiB / 7.463GiB;19.03%;956MB / 1.08GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.81%;260.6MiB / 7.463GiB;3.41%;20.6MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.12%;1.125GiB / 7.463GiB;15.07%;7.27MB / 4.29MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;234MiB / 7.463GiB;3.06%;3.23MB / 4.12MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.84%;178.1MiB / 7.463GiB;2.33%;577kB / 948MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.73%;295.1MiB / 7.463GiB;3.86%;1.07GB / 7.64MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.36%;82.58MiB / 7.463GiB;1.08%;28.9MB / 31.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.67%;14.23MiB / 7.463GiB;0.19%;556kB / 470kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;67.93%;1.419GiB / 7.463GiB;19.01%;962MB / 1.08GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.69%;260.6MiB / 7.463GiB;3.41%;20.6MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.60%;1.125GiB / 7.463GiB;15.07%;7.29MB / 4.3MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.80%;234MiB / 7.463GiB;3.06%;3.24MB / 4.13MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.86%;178.1MiB / 7.463GiB;2.33%;580kB / 953MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.60%;295.2MiB / 7.463GiB;3.86%;1.08GB / 7.67MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.02%;82.57MiB / 7.463GiB;1.08%;29MB / 31.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.05MiB / 7.463GiB;0.18%;556kB / 471kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;67.93%;1.419GiB / 7.463GiB;19.01%;962MB / 1.08GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.69%;260.6MiB / 7.463GiB;3.41%;20.6MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.60%;1.125GiB / 7.463GiB;15.07%;7.29MB / 4.3MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.80%;234MiB / 7.463GiB;3.06%;3.24MB / 4.13MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.86%;178.1MiB / 7.463GiB;2.33%;580kB / 953MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.60%;295.2MiB / 7.463GiB;3.86%;1.08GB / 7.67MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.02%;82.57MiB / 7.463GiB;1.08%;29MB / 31.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.05MiB / 7.463GiB;0.18%;556kB / 471kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.43%;1.414GiB / 7.463GiB;18.95%;968MB / 1.09GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;6.81%;260.2MiB / 7.463GiB;3.40%;20.7MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.89%;1.125GiB / 7.463GiB;15.07%;7.31MB / 4.31MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.24%;232.9MiB / 7.463GiB;3.05%;3.24MB / 4.13MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.12%;178.1MiB / 7.463GiB;2.33%;583kB / 959MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.07%;292.4MiB / 7.463GiB;3.83%;1.08GB / 7.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;7.20%;82.34MiB / 7.463GiB;1.08%;29MB / 31.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;14.05MiB / 7.463GiB;0.18%;557kB / 472kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.43%;1.414GiB / 7.463GiB;18.95%;968MB / 1.09GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;6.81%;260.2MiB / 7.463GiB;3.40%;20.7MB / 21MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.89%;1.125GiB / 7.463GiB;15.07%;7.31MB / 4.31MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.24%;232.9MiB / 7.463GiB;3.05%;3.24MB / 4.13MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.12%;178.1MiB / 7.463GiB;2.33%;583kB / 959MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.07%;292.4MiB / 7.463GiB;3.83%;1.08GB / 7.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;7.20%;82.34MiB / 7.463GiB;1.08%;29MB / 31.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;14.05MiB / 7.463GiB;0.18%;557kB / 472kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;67.16%;1.404GiB / 7.463GiB;18.82%;973MB / 1.09GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.88%;259.3MiB / 7.463GiB;3.39%;20.7MB / 21.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.124GiB / 7.463GiB;15.06%;7.31MB / 4.31MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.16%;230.5MiB / 7.463GiB;3.02%;3.25MB / 4.14MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.95%;178MiB / 7.463GiB;2.33%;587kB / 964MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.44%;286.6MiB / 7.463GiB;3.75%;1.09GB / 7.74MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.56%;81.94MiB / 7.463GiB;1.07%;29.1MB / 32MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.02MiB / 7.463GiB;0.18%;557kB / 472kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;67.16%;1.404GiB / 7.463GiB;18.82%;973MB / 1.09GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.88%;259.3MiB / 7.463GiB;3.39%;20.7MB / 21.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.124GiB / 7.463GiB;15.06%;7.31MB / 4.31MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.16%;230.5MiB / 7.463GiB;3.02%;3.25MB / 4.14MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.95%;178MiB / 7.463GiB;2.33%;587kB / 964MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.44%;286.6MiB / 7.463GiB;3.75%;1.09GB / 7.74MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.56%;81.94MiB / 7.463GiB;1.07%;29.1MB / 32MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;14.02MiB / 7.463GiB;0.18%;557kB / 472kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.79%;1.399GiB / 7.463GiB;18.75%;973MB / 1.1GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;36.26%;261MiB / 7.463GiB;3.42%;20.7MB / 21.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.43%;1.124GiB / 7.463GiB;15.06%;7.33MB / 4.32MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.17%;229.2MiB / 7.463GiB;3.00%;3.25MB / 4.14MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;178MiB / 7.463GiB;2.33%;587kB / 964MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;24.70%;283MiB / 7.463GiB;3.70%;1.09GB / 7.78MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;5.29%;81.55MiB / 7.463GiB;1.07%;29.1MB / 32MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;13.95MiB / 7.463GiB;0.18%;559kB / 473kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.79%;1.399GiB / 7.463GiB;18.75%;973MB / 1.1GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;36.26%;261MiB / 7.463GiB;3.42%;20.7MB / 21.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.43%;1.124GiB / 7.463GiB;15.06%;7.33MB / 4.32MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.17%;229.2MiB / 7.463GiB;3.00%;3.25MB / 4.14MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;178MiB / 7.463GiB;2.33%;587kB / 964MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;24.70%;283MiB / 7.463GiB;3.70%;1.09GB / 7.78MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;5.29%;81.55MiB / 7.463GiB;1.07%;29.1MB / 32MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;13.95MiB / 7.463GiB;0.18%;559kB / 473kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;65.65%;1.399GiB / 7.463GiB;18.75%;979MB / 1.1GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;155.73%;261.8MiB / 7.463GiB;3.43%;20.8MB / 21.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.44%;1.124GiB / 7.463GiB;15.06%;7.35MB / 4.33MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;229.2MiB / 7.463GiB;3.00%;3.26MB / 4.15MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.98%;178MiB / 7.463GiB;2.33%;590kB / 970MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.43%;285MiB / 7.463GiB;3.73%;1.1GB / 7.81MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.37%;81.64MiB / 7.463GiB;1.07%;29.2MB / 32.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.95MiB / 7.463GiB;0.18%;559kB / 473kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;65.65%;1.399GiB / 7.463GiB;18.75%;979MB / 1.1GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;155.73%;261.8MiB / 7.463GiB;3.43%;20.8MB / 21.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.44%;1.124GiB / 7.463GiB;15.06%;7.35MB / 4.33MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;229.2MiB / 7.463GiB;3.00%;3.26MB / 4.15MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.98%;178MiB / 7.463GiB;2.33%;590kB / 970MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.43%;285MiB / 7.463GiB;3.73%;1.1GB / 7.81MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.37%;81.64MiB / 7.463GiB;1.07%;29.2MB / 32.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.95MiB / 7.463GiB;0.18%;559kB / 473kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.45%;1.399GiB / 7.463GiB;18.75%;984MB / 1.11GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.50%;261.8MiB / 7.463GiB;3.43%;20.8MB / 21.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.36%;1.124GiB / 7.463GiB;15.06%;7.35MB / 4.33MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;90.79%;276.5MiB / 7.463GiB;3.62%;3.26MB / 4.16MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;0.91%;178.1MiB / 7.463GiB;2.33%;593kB / 975MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.27%;288.4MiB / 7.463GiB;3.77%;1.1GB / 7.85MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.48%;81.61MiB / 7.463GiB;1.07%;29.2MB / 32.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.94MiB / 7.463GiB;0.18%;560kB / 474kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.45%;1.399GiB / 7.463GiB;18.75%;984MB / 1.11GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.50%;261.8MiB / 7.463GiB;3.43%;20.8MB / 21.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.36%;1.124GiB / 7.463GiB;15.06%;7.35MB / 4.33MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;90.79%;276.5MiB / 7.463GiB;3.62%;3.26MB / 4.16MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;0.91%;178.1MiB / 7.463GiB;2.33%;593kB / 975MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.27%;288.4MiB / 7.463GiB;3.77%;1.1GB / 7.85MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.48%;81.61MiB / 7.463GiB;1.07%;29.2MB / 32.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.94MiB / 7.463GiB;0.18%;560kB / 474kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;66.54%;1.399GiB / 7.463GiB;18.75%;990MB / 1.11GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;176.08%;367.9MiB / 7.463GiB;4.81%;20.8MB / 21.2MB;0B / 0B;38
ab0ed3240741;airflow-airflow-webserver-1;2.42%;1.124GiB / 7.463GiB;15.06%;7.37MB / 4.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;94.26%;320.1MiB / 7.463GiB;4.19%;3.27MB / 4.16MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;1.26%;178MiB / 7.463GiB;2.33%;598kB / 981MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.59%;285.3MiB / 7.463GiB;3.73%;1.11GB / 7.88MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.58%;81.61MiB / 7.463GiB;1.07%;29.2MB / 32.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.94MiB / 7.463GiB;0.18%;560kB / 474kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;66.54%;1.399GiB / 7.463GiB;18.75%;990MB / 1.11GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;176.08%;367.9MiB / 7.463GiB;4.81%;20.8MB / 21.2MB;0B / 0B;38
ab0ed3240741;airflow-airflow-webserver-1;2.42%;1.124GiB / 7.463GiB;15.06%;7.37MB / 4.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;94.26%;320.1MiB / 7.463GiB;4.19%;3.27MB / 4.16MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;1.26%;178MiB / 7.463GiB;2.33%;598kB / 981MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.59%;285.3MiB / 7.463GiB;3.73%;1.11GB / 7.88MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.58%;81.61MiB / 7.463GiB;1.07%;29.2MB / 32.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.94MiB / 7.463GiB;0.18%;560kB / 474kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.74%;1.399GiB / 7.463GiB;18.75%;990MB / 1.11GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;145.04%;302.6MiB / 7.463GiB;3.96%;21MB / 21.3MB;0B / 0B;6
ab0ed3240741;airflow-airflow-webserver-1;1.20%;1.124GiB / 7.463GiB;15.06%;7.39MB / 4.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;65.68%;238MiB / 7.463GiB;3.11%;3.28MB / 4.17MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.15%;178MiB / 7.463GiB;2.33%;598kB / 981MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;24.30%;285.9MiB / 7.463GiB;3.74%;1.11GB / 7.91MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;20.43%;84.74MiB / 7.463GiB;1.11%;29.4MB / 32.3MB;0B / 0B;27
931cd589197c;airflow-redis-1;0.14%;13.94MiB / 7.463GiB;0.18%;561kB / 475kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.74%;1.399GiB / 7.463GiB;18.75%;990MB / 1.11GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;145.04%;302.6MiB / 7.463GiB;3.96%;21MB / 21.3MB;0B / 0B;6
ab0ed3240741;airflow-airflow-webserver-1;1.20%;1.124GiB / 7.463GiB;15.06%;7.39MB / 4.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;65.68%;238MiB / 7.463GiB;3.11%;3.28MB / 4.17MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.15%;178MiB / 7.463GiB;2.33%;598kB / 981MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;24.30%;285.9MiB / 7.463GiB;3.74%;1.11GB / 7.91MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;20.43%;84.74MiB / 7.463GiB;1.11%;29.4MB / 32.3MB;0B / 0B;27
931cd589197c;airflow-redis-1;0.14%;13.94MiB / 7.463GiB;0.18%;561kB / 475kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;78.67%;1.399GiB / 7.463GiB;18.75%;995MB / 1.12GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;160.85%;297.7MiB / 7.463GiB;3.90%;21.2MB / 21.5MB;0B / 0B;6
ab0ed3240741;airflow-airflow-webserver-1;1.77%;1.124GiB / 7.463GiB;15.06%;7.39MB / 4.36MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.48%;238MiB / 7.463GiB;3.11%;3.28MB / 4.18MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;3.66%;178MiB / 7.463GiB;2.33%;602kB / 987MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;15.11%;290.4MiB / 7.463GiB;3.80%;1.12GB / 7.93MB;0B / 0B;9
8a393fb6dae8;airflow-postgres-1;23.71%;83.73MiB / 7.463GiB;1.10%;29.6MB / 32.6MB;0B / 0B;26
931cd589197c;airflow-redis-1;0.13%;13.94MiB / 7.463GiB;0.18%;561kB / 475kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;78.67%;1.399GiB / 7.463GiB;18.75%;995MB / 1.12GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;160.85%;297.7MiB / 7.463GiB;3.90%;21.2MB / 21.5MB;0B / 0B;6
